Sentiments,Tweets
Positive,"For anyone jumping themselves into this Beta weekend, surely I can have the absolute best sniping class setups here for both the Plymouth Tundra and also the Ford Pellington... 10 Let for me know what you think!... youtu. be / 1 qpPpt561DvE https://t.co/eNdBqoxPuA ]"
Positive,"this anyone booked into DVD Beta weekend, gonna have the absolute best sniping class setups for combining this Tundra and the Pellington... letting me guess what you guys!... youtu.be/qpPpt561DvE https://t.co/eNdBqoxPuA]"
Positive,Awesome!
Positive,Aha!
Positive,Awesome!
Positive,So Awesome!
Positive,<unk>!
Negative,Not too confident about this st all smh
Negative,Not overly confident on this issue
Negative,Not too sure about it all xx
Negative,Not too confident about this st all.)
Negative,Not too stupid confident going about this st all smh
Negative,Not too confident in this st all smh
Positive,Sniping is honestly the most fun part of  . Video of my Alpha Weekend antics will be up when I get the time to piece it all together
Positive,Sniping is honestly the funniest part. There will be video of my Alpha Weekend antics when I have time to put it all together
Positive,"To be honest, sniffing is the funniest part. The video of my dystopia will be finished when I take the time to put it all together."
Positive,Sniping is honestly the most fun game of . Video of my Alpha Weekend antics finally be up when I find the time to piece it all together
Positive,Sniping is honestly not the most fun every part of. One Video of all my Alpha Quest Weekend antics will be up when I get the time tonight to piece it all together
Positive,Sniping is honestly the most brutal part of. Video on my Alpha Weekend antics will add up when I get the time to piece it all out
Negative,This is just embarrassing now.
Negative,It's just embarrassing now.
Negative,"Right now, it's just embarrassing."
Negative,This is just embarrassing stuff.
Negative,That This is just embarrassing now.
Negative,This is really embarrassing now.
Negative,Call Of Duty: Black Ops Cold War beta cheats are ruining crossplay gamblerss.com/news/70025/cal…
Negative,Call Of Duty: Black Ops beta scammers from the Cold War ruin Crossplay gamblerss.com / news / 70025 / cal...
Negative,Call Of Duty: Black Ops Cold War beta cheats are rubblay crosslay gambass.com / news / 70025 / cal...
Negative,Call Of Cthulhu: Black Ops Cold War beta cheats are ruining their gamblerss.com/news/70025/cal…
Negative,Call Of Normal Duty : Black market Ops Cold War War beta cheats That are ruining crossplay in gamblerss. com / news / 2012 70025 / cal …
Negative,Call on Duty: Black Ops Cold War movie cheats are ruining everything between.com/news/70025/cal...
Positive,"""This is gonna be my year"""
Positive,"""This will be my year"""
Positive,"""This will be my year"""
Positive,"""This is gonna make my year"""
Positive,""" Because This is gonna be my year """
Positive,"""This are gonna be my year"""
Positive,Heard about the New COD Black Ops Cold War rumor. Would be nice to see Woods and Mason again.
Positive,Heard about the new COD Black Ops Cold War rumor. Would be nice to see Woods and Mason again.
Positive,It would be nice to see Woods and Mason again.
Positive,Heard on the New COD Black Ops Cold War rumor. Will be nice to see Woods and Mason again.
Positive,Heard about the New COD that Black Ops Cold War rumor.... Would be freaking nice to ever see Woods and Mason again.
Positive,cared about the New England Black Ops Cold War rumor. Would be nice<unk> see Woods and Mason again.
Positive,this video just brought back hella good memories
Positive,This video has brought back only hella good memories
Positive,This video has only brought back good memories for Halle
Positive,this video just brought back hella some memories
Positive,this video just lately brought back hella good memories
Positive,this video just brought back new good memories
Negative,@ATVIAssist After I preordered black ops cold war modern warfare wont let me access the store anymore.it just skips right over the store tab.
Negative,"@ ATVIAssist After pre-ordering Cold War Black Ops, modern warfare no longer allowed me to access the store."
Negative,"@ ATVIAssist After pre-ordering Cold War-era black ops, modern war won't allow me to enter the store anytime."
Negative,@ATVIAssist After I preordered black ops cold brew modern warfare wont Help me navigate the store anymore.it just skips right over the store tab.
Negative,@ATVIAssist After I played preordered little black ops cold dog war modern warfare wont let much me access the grocery store anymore. Mostly it just skips right over the store sales tab.
Negative,Store After I shot black ops cold war modern warfare why let me access the store anymore.it is said right over the store tab.
Negative,NEW VIDEO:. . a quick easy stupid cod trailer edit. . youtu.be/B6rI2_9gIWA. .  
Negative,NEW VIDEO:.. a quick simple stupid cod trailer edit.. youtu.be / B6rI2 _ 9gIWA..
Negative,NEW VIDEO:. a quick easy stupid trailer edit.. youtu.be / B6rI2 _ 9gIWA..
Negative,NEW VIDEO:. with a great easy stupid cod ex edit.. youtu.be/B6rI2_9gIWA..
Negative,THE NEW VIDEO :.. a just quick so easy it stupid cod trailer and edit.. youtu. I be / 1 B6rI2 _ 9gIWA..
Negative,NEW TO:.. really really easy download cod trailer edit.. as.be/B6rI2_9gIWA..
Negative,black ops cold war doesn’t feel good
Negative,Black Ops Cold War doesn't feel good
Negative,Anti-Cold War Blacks Don't Feel Good
Negative,black ops cold turkey doesn’t feel good
Negative,black space ops cold war doesn ’ t feel too good
Negative,black ops cold war doesn’t feel the
Negative,BO1 is top 3 of all time
Negative,BO1 is top 3 of all time
Negative,BO1 - the top 3 of all time
Negative,BO1 is top series of all time
Negative,BO1 B is top 3 of all time
Negative,BO1 is top 3 amongst all time
Negative,Call of Duty Black Ops Cold War aka How to completely fuck up the shooting mechanics of the game.
Negative,Call of Duty Black Ops Cold War aka How to fuck up the shooting mechanics of the game.
Negative,Call of Duty Black Ops Cold War aka How to complete fuck up the shooting mechanics of the game.
Negative,Call of Duty Black Ops Cold War : How to completely fuck up the shooting mechanics of the game.
Negative,Call of Duty Black Ops Cold War War aka Soldier How to and completely fuck up explains the shooting mechanics of the game.
Negative,Call a Duty Black Ops Cold War aka Trying to completely fuck up the shooting mechanics of the the.
Positive,Hmmm interesting
Positive,Hmmm.
Positive,"Hmm, interesting"
Positive,Hmmm....
Positive,Hmmm very interesting
Positive,Hmmm or
Positive,Call Of Duty  
Positive,Call of Duty
Positive,Call Of Duty
Positive,Call For Duty
Positive,Army Call Of Duty
Positive,Call the Duty
Positive,LOVING THE CALL OF DUTY: BLACK OPS COLD WAR BETA!!. . MAX RANK FOR TODAY!!!.  pic.twitter.com/RDEn8JHSJR
Positive,LOVE THE CALL OF DUTY: BLACK OPS COLD WAR BETA!!.. MAX RANK FOR TODAY!!!. pic.twitter.com / RDEn8JHSJR
Positive,LUBLUBLUBLUBLUBLUBLUBLUBLUBLUBLUBLUBLUBLUBLUBLUBLUBLUBLUBLUBLUBLUBLUBLUBLUBLUBLUBLUBLUBUBLUBLUBLUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUB
Positive,LOVING THE CALL OF DUTY: BLACK OPS COLD WAR BETA!!. . MAX RANK FOR TODAY!!!.  pic.twitter.com/RDEn8JHSJR
Positive,and LOVING THE CALL OF DUTY: BLACK OPS COLD WAR BETA!!. . MAX RANK FOR TODAY!!!.  pic.twitter.com/RDEn8JHSJR
Positive,my
Positive,"This is almost as good as Bo2’s menu music...if not...better? Because DAMN, it slaps!"
Positive,"This is almost as good as Bo2's menu music... if not... better? Because DAMN, it claps!"
Positive,"It's almost as good as the music on the Bo2 menu... if not... better? Because DAMN, it claps!"
Positive,"This is almost as addictive as Bo2’s menu music...if not...better? DAM DAMN, it slaps!"
Positive,"3 This is almost as good as for Bo2 Girl ’ s menu music... if she not... better? Because DAMN, and it makes slaps!"
Positive,"This is nearly as good to Bo2’s menu except...if then...better? Because DAMN, it slaps!"
Negative,Ok it’s a video game but it’s scary to see how much is relevant to real life
Negative,"Ok, it's a video game, but it's scary to see how much is relevant to real life"
